Protein.IDs,Protein.names,QGene.names,LFQ.intensity.Human_Macs_D1_M1,LFQ.intensity.Human_Macs_D1_M2,LFQ.intensity.Human_Macs_D2_M1,LFQ.intensity.Human_Macs_D2_M2,LFQ.intensity.Human_Macs_D5_M1,LFQ.intensity.Human_Macs_D5_M2,LFQ.intensity.Human_Macs_D6_M1,LFQ.intensity.Human_Macs_D7_M2
Q96H20;Q96H20-2;D6RJ86;D6RFY6;H0Y8S5;D6RBI1,Vacuolar-sorting protein SNF8,SNF8,27.49998076,28.12415729,27.9658173,28.23397902,27.72793271,28.20592342,27.30825833,27.97174868
Q96H79;Q96H79-2,Zinc finger CCCH-type antiviral protein 1-like,ZC3HAV1L,NA,24.73018941,NA,25.18427184,NA,24.59622207,NA,25.11151746
Q96HC4;Q96HC4-4;Q96HC4-7;Q96HC4-6;H0Y8Y3;A0A0A0MSP3;Q96HC4-3;Q96HC4-2;H0YBI4;A0A0D9SFR4;H0Y929,PDZ and LIM domain protein 5,PDLIM5,31.60310964,31.44010616,31.76176684,31.3292432,31.8177605,31.4332565,31.16662543,31.57240095
Q96HD1;Q96HD1-2;F8WBY3;H7C2L3,Cysteine-rich with EGF-like domain protein 1,CRELD1,26.9480426,26.74995901,26.98901884,26.38141053,26.83448629,25.73412371,27.80261132,NA
Q96HE7;G3V3E6;G3V5B3;G3V503;G3V2H0,ERO1-like protein alpha,ERO1L,32.76933446,32.53704809,33.11687765,32.76929504,32.81159206,32.42264501,33.51946326,32.52397889
Q96HN2-2;Q96HN2;H0Y8B3;Q96HN2-4;Q96HN2-3,Putative adenosylhomocysteinase 3;Adenosylhomocysteinase,AHCYL2,26.422251,26.23602485,NA,25.52504186,25.85469397,26.27291393,25.18725812,25.76860354
Q96HQ2;Q96HQ2-2,CDKN2AIP N-terminal-like protein,CDKN2AIPNL,NA,25.45963973,25.14223017,25.15549304,24.07830524,24.89813747,NA,25.33664194
Q96HS1;Q96HS1-2;F5GXG4,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,28.03815768,29.06010428,29.4053149,29.37438769,29.31969351,29.1969492,29.87816785,29.17543279
Q96HV5;H7BXL1;F8WDE2,Transmembrane protein 41A,TMEM41A,26.34663425,24.4957638,25.43211571,24.86518842,27.38442753,25.18691823,27.46995153,23.20813968
Q96HW7;Q96HW7-2;Q96HW7-3;Q96HW7-4;F8WAA7;E9PIM3,Integrator complex subunit 4,INTS4,25.8622586,25.88082334,26.38266426,26.30019725,25.67836502,25.69189598,26.87619279,26.12990556
Q96HY6;A0A0A0MRX2;Q96HY6-2,DDRGK domain-containing protein 1,DDRGK1,29.65307794,29.73076923,30.69925647,29.7904665,29.88643372,29.73130349,30.72159118,29.56023282
Q96HY7;H7C1J3;H7C149;C9JWN1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTKD1,26.82565874,27.71979749,27.10809082,27.79426791,27.25367699,27.41892628,27.65533189,27.7318861
Q96I24;Q96I24-2;A0A494C1K6,Far upstream element-binding protein 3,FUBP3,30.45140136,30.4344998,30.5429623,30.56192671,30.09848482,30.6874576,30.50540507,30.65906364
Q96I25;Q5W011;Q5W010;H0Y6J6;Q5W012,Splicing factor 45,RBM17,28.58888702,28.27257583,28.21572176,28.44821413,28.22637309,28.18484879,28.48703965,28.55384007
Q96I51;A0A087WT38;Q96I51-2;Q96I51-3,Williams-Beuren syndrome chromosomal region 16 protein,WBSCR16,NA,27.34528111,26.08356941,25.4110255,25.8709127,25.88885638,26.57657845,26.01531381
Q96I59;Q96I59-2;H0YE96;H0YEL9;E9PRK2,"Probable asparagine--tRNA ligase, mitochondrial",NARS2,25.64482447,27.30147122,26.66573623,27.29745354,26.70134031,27.48300768,27.72890586,27.09063258
Q96I99;E9PDQ8;H0Y852,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,31.19671475,31.67564555,31.10337086,31.31716138,30.98651199,31.27591996,31.56447291,31.45380679
Q96II8-4;Q96II8;Q96II8-2;Q96II8-3;E9PD99;H7C0J8;F8WFB5,Leucine-rich repeat and calponin homology domain-containing protein 3,LRCH3,28.48358437,28.06681612,28.31881047,28.1867388,28.27794933,28.10908777,28.66258206,28.45297271
Q96IJ6;Q96IJ6-2;A0A087WUI8;F8WD54;C9JAH0;C9J255;A0A0U1RRC2,Mannose-1-phosphate guanyltransferase alpha,GMPPA,29.88028621,29.83205805,29.55402312,29.67207456,29.38055209,29.66703998,29.01595179,29.96829168
Q96IK0,Transmembrane protein 101,TMEM101,NA,25.02580464,NA,NA,25.89150097,NA,26.71109096,25.08294035
Q96IU4;B4DQI4;F8W9U3;Q96IU4-2,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,30.69519592,30.66754761,30.37326783,30.04048501,30.58288939,30.84841838,29.42360199,31.09427459
Q96IX5,Up-regulated during skeletal muscle growth protein 5,USMG5,29.17100003,29.32330622,29.94851611,29.3545794,29.67406328,29.66661681,30.18163007,29.08101086
Q96IZ7-2;Q96IZ7,Serine/Arginine-related protein 53,RSRC1,NA,NA,NA,NA,NA,NA,25.59676234,NA
Q96J01;Q96J01-2;D6RGZ2;D6REC9,THO complex subunit 3,THOC3,28.09808318,28.10114287,28.1203552,27.8722639,27.38681358,27.70483967,28.45305123,27.95930873
Q96J02-2;Q96J02;Q96J02-3;A0A1W2PR79;H0YBS9,E3 ubiquitin-protein ligase Itchy homolog,ITCH,28.783099,29.2524368,28.57956656,29.29878672,28.72809494,29.42444321,28.88139528,29.52206206
Q96J88-2;Q96J88;Q96J88-3;F5H4H1,Epithelial-stromal interaction protein 1,EPSTI1,28.80737934,21.1773076,27.60272038,23.57346136,28.86964848,21.92168842,27.19676164,24.15823122
Q96JB2;Q96JB2-2;A0A087WTH9;A0A087WYY9,Conserved oligomeric Golgi complex subunit 3,COG3,28.31410614,27.88808993,28.09717908,28.28687561,28.40450305,27.75321501,27.97377513,28.196105
Q96JB5;Q96JB5-4;Q96JB5-2;J3QQY1;Q96JB5-3;J3QS62;J3QRM1;J3QL86;J3KRI2;J3KRK4;J3KS63;J3QL95,CDK5 regulatory subunit-associated protein 3,CDK5RAP3,30.60337498,30.62766674,30.88779951,30.8657017,30.58683094,30.57343969,31.36682211,30.75827593
Q96JC1-2;Q96JC1,Vam6/Vps39-like protein,VPS39,30.36734299,30.28526678,30.42111552,30.16614653,30.11383876,30.20780932,30.23146342,30.17830917
Q96JG6;Q96JG6-3;Q96JG6-2;H0Y7Q2;H7BZP1;C9JA29;F8WDT1;F2Z3F0;A0A3B3IRQ5,Coiled-coil domain-containing protein 132,CCDC132,28.41695514,28.83113697,28.09808318,28.71158333,28.49148095,28.85753833,27.93325824,28.62522975
Q96JH7,Deubiquitinating protein VCIP135,VCPIP1,29.40066088,29.58944076,29.85074475,29.8128967,29.48755723,29.64526438,28.92595029,29.74888804
Q96JI7;C4B7M2;Q96JI7-3;Q96JI7-2;H0YLK7;H0YN34;A0A075B718;H0YLR8;H0YM73;H0YN96;H0YKY8;H0YLK0;H0YKC1,Spatacsin,SPG11,29.04228676,29.31837952,28.82052486,29.25766094,28.82186325,29.26349319,29.42209859,29.26288863
Q96JJ7;Q96JJ7-2;B4DIE3;H3BPB3,Protein disulfide-isomerase TMX3,TMX3,29.98698659,29.91968515,31.18541605,29.91370654,31.09011515,30.05245441,31.7310121,29.86503794
Q96JM3;S4R3K0;A0A2R8Y735;A0A2R8Y4S6,Chromosome alignment-maintaining phosphoprotein 1,CHAMP1,27.31777597,27.57412575,27.38459222,27.67323779,27.49693726,27.78362985,27.92569568,27.58970863
Q96JQ2;G3V3D8,Calmin,CLMN,NA,27.04364312,26.08563729,27.01403699,26.12963048,26.63159207,26.90942088,26.61147086
Q96JY6-5;Q96JY6;Q96JY6-3;A0A087WVI1;Q96JY6-4;C9JS55;C9JSR2;C9K0F0;B3KPU0;C9J0X3;Q96JY6-2;E5RGS7;C9J760;A0A087WXJ0;H0YBP7;H7C1D1;A0A087WUQ1;F8WFB8,PDZ and LIM domain protein 2,PDLIM2,28.39929638,29.4004573,28.96394496,29.31557519,28.44276775,29.43513595,28.21048259,29.39026226
Q96K12;Q96K12-2;F8VX60;F8VPF2;H0YIE0,Fatty acyl-CoA reductase 2,FAR2,NA,27.38574446,27.46060863,28.36294081,26.25151159,27.3959101,26.6988261,27.06855968
Q96K17;E9PL10;Q96K17-2;Q96K17-3,Transcription factor BTF3 homolog 4;Transcription factor BTF3,BTF3L4,31.01331829,30.65454682,29.63044684,29.67507344,29.82154397,30.57054743,29.22260109,30.64572821
Q96K19;Q96K19-2;Q96K19-6;Q96K19-3;E9PP55;Q96K19-5;Q96K19-4;E9PNG8,E3 ubiquitin-protein ligase RNF170,RNF170,26.69365157,27.63581807,27.67283329,27.46013989,27.52574386,28.1886735,28.2124785,27.36977824
Q96K37;H7C1I0;Q96K37-2;C9JK45,Solute carrier family 35 member E1,SLC35E1,27.92852217,27.413368,28.53597354,27.68304568,27.99571851,27.25673908,28.36477842,27.02538224
Q96K76-4;Q96K76;Q96K76-2;Q96K76-3,Ubiquitin carboxyl-terminal hydrolase 47,USP47,29.46406087,29.28003117,29.20543409,29.1147573,29.11619601,29.02162805,28.59249148,29.42105531
Q96KC2,ADP-ribosylation factor-like protein 5B,ARL5B,NA,NA,24.88217695,24.17104299,24.25335239,24.83619717,24.91186812,24.98563559
Q96KC8;Q5T1X2,DnaJ homolog subfamily C member 1,DNAJC1,28.41365046,27.58427016,28.9264311,27.92348717,28.76255905,28.1257837,29.463067,27.77737222
Q96KP1;Q2MDF5,Exocyst complex component 2,EXOC2,29.61754375,29.98427246,29.86842731,29.88532851,29.87006021,29.87619279,29.76494889,29.81799678
Q96KP4;Q96KP4-2;J3QKT2;A0A087WYZ1;J3KSV5;J3QRA8;J3QRD0;J3QKQ0;J3QLU1;J3QR27;J3QQN6;J3QL02;A0A087WVS2;J3KSS4;J3QRH4;J3KRD5;J3KRJ8;J3QRP4,Cytosolic non-specific dipeptidase,CNDP2,34.49601581,35.12617154,34.50005914,34.78409808,34.68921901,35.14071728,33.54236274,35.12582526
Q96KP6;Q96KP6-2;Q96KP6-3,TNFAIP3-interacting protein 3,TNIP3,25.45663516,25.10593504,23.18796033,24.88068324,25.10405608,23.6609038,24.98728483,25.43974365
Q96KR1;H0Y8W1,Zinc finger RNA-binding protein,ZFR,27.85465831,28.22719977,28.71355113,28.30938642,28.32603126,28.18692767,28.44150189,28.24113587
Q96KR6,Protein FAM210B,FAM210B,NA,NA,22.66620233,NA,NA,NA,22.83140158,NA
Q96L58,"Beta-1,3-galactosyltransferase 6",B3GALT6,NA,24.37835413,NA,24.88999368,24.82759817,25.17203556,25.2816768,NA
Q96L91-4;Q96L91-3;Q96L91-5;Q96L91-2;Q96L91;A0A0A0MR70;A0A0A0MR80,E1A-binding protein p400,EP400,NA,24.94587922,25.66383777,25.85383779,24.49716575,24.97048756,25.67669831,24.33776507
Q96L92;Q96L92-3;Q96L92-2;A0A2R8Y8A7;A0A2R8Y3S6;A0A2R8Y871;H7C603;C9JSM2,Sorting nexin-27,SNX27,31.49495554,31.65014425,31.3139224,31.37181486,31.22831274,31.79071506,30.9389463,31.27369881
Q96L93-6;Q96L93-4;Q96L93;Q96L93-2;A0A1B0GTU3;Q96L93-5;H0Y534;A0A0A0MRC9,Kinesin-like protein KIF16B,KIF16B,NA,27.00913204,NA,25.47147181,25.34235061,26.9250165,25.50990352,26.33389851
Q96LC7-9;Q96LC7-6;Q96LC7-7;Q96LC7-2;Q96LC7-3;Q96LC7;E9PL79;Q96LC7-8;Q96LC7-4;E9PJA1;Q96LC7-5;E9PKV9,Sialic acid-binding Ig-like lectin 10,SIGLEC10,NA,27.66912014,28.31708589,27.12405866,NA,26.76040322,25.65529094,27.77831259
Q96LD4;Q96LD4-2;A0A0M3HER3;K7EJ63;K7EQ30,Tripartite motif-containing protein 47,TRIM47,29.41302494,30.96223571,28.69634066,30.61596655,29.05974338,31.10755467,28.54329425,30.59468188
Q96LJ7;H0YNC2,Dehydrogenase/reductase SDR family member 1,DHRS1,NA,23.90664842,26.16852033,28.07704224,26.63782282,28.33466583,28.73782817,28.5466464
Q96LR5;R4GND1;A0A1B0GX65;Q969T4;C9J180;F8WF15;F8W8F0;R4GN77,Ubiquitin-conjugating enzyme E2 E2;Ubiquitin-conjugating enzyme E2 E3,UBE2E2;UBE2E3,26.83159004,27.25196299,27.18688046,26.82941403,27.32354245,27.37326783,26.89423326,27.39067227
Q96LW7-2;Q96LW7,Bcl10-interacting CARD protein,C9orf89,28.91652812,28.71724989,29.09471504,28.73885908,28.64464572,28.61143568,29.5654175,28.61845423
Q96LZ7;C9JGB2;A0A0A0MSD2;A0A0C4DFM4;Q96LZ7-4;Q96LZ7-2;Q96LZ7-3;H7C2J3;F8WFC3;C9JUD5,Regulator of microtubule dynamics protein 2,RMDN2,26.47218485,26.63616392,27.01393054,26.82832479,27.64732469,26.68872519,28.33406906,25.76590056
Q96M27;Q96M27-3;Q96M27-2;Q96M27-5;Q96M27-4,Protein PRRC1,PRRC1,30.54480552,30.07928229,30.02247491,29.96416536,30.16674513,30.10287049,29.55188005,30.36306617
Q96ME1-2;Q96ME1-4;Q96ME1;H0Y6I6;Q96ME1-3,F-box/LRR-repeat protein 18,FBXL18,24.18722036,24.73892349,25.75205391,24.38863748,25.05179608,24.73484728,24.08034002,24.86452737
Q96MK3,Protein FAM20A,FAM20A,NA,NA,26.47413618,NA,26.68029814,NA,27.51352232,NA
Q96MX6-2;Q96MX6;Q8ND98;H7C389,WD repeat-containing protein 92,WDR92;DKFZp434B156,NA,25.16403747,NA,25.07111992,25.32786509,25.36996123,24.92696263,25.98257081
Q96N11-2;Q96N11,Uncharacterized protein C7orf26,C7orf26,NA,NA,NA,NA,NA,22.90571238,NA,NA
Q96N66;Q96N66-2;Q96N66-3;A9C4B8;M0R1Z5;H7C2M4;C9J4E9;A0A0G2JNX6,Lysophospholipid acyltransferase 7,MBOAT7,28.87876715,29.70365216,29.79487211,30.04908181,29.72848424,30.09798275,30.3087791,29.69576011
Q96N67-4;Q96N67-2;Q96N67-3;Q96N67-5;Q96N67-6;Q96N67;A0A1B0GWE0;A0A1B0GUE9;Q96N67-7;A0A1B0GVW2;A0A0C4DGY6;A0A0U1RR97;A0A0U1RQT6;A0A0U1RRC1;A0A0U1RQJ5;K7ESB7,Dedicator of cytokinesis protein 7,DOCK7,29.5924202,30.31602857,29.09614872,29.77784248,29.45456196,30.26214938,29.96567972,30.62261412
Q96N96-5;Q96N96-3;Q96N96;Q96N96-6;E9PFR9;Q96N96-2;J3KQJ8;Q96N96-4;A0A0A0MRY4;A0A0A6YYF8;A0A1B0GVC4;A0A087X0P1;A0A0C4DFY6;H0YCT6;E9PEM0;A0A1B0GWI5;B1AMR3;A0A1B0GVV2;A0A1B0GTF0;A0A1B0GV82;A0A1B0GV84;E7EV07;A0A0A6YYB3;B1AMR4;O43307-2;Q9NR80-3;Q9NR80-4;Q9NR80;O43307;O43307-3;A0A1B0GTC2,Spermatogenesis-associated protein 13,SPATA13,25.23779435,24.91656798,26.57432789,24.7130332,26.00665189,25.17641758,26.17909739,25.42300483
Q96NA2;I3L1U0;A0A0J9YWQ1;Q96NA2-2,Rab-interacting lysosomal protein,RILP,27.94809832,26.75442616,26.16136796,27.11634475,27.86201024,26.11068147,28.11644391,26.84361958
Q96NB3,Zinc finger protein 830,ZNF830,NA,NA,NA,NA,NA,NA,NA,NA
Q96NC0;R4GMX9;R4GNG8,Zinc finger matrin-type protein 2,ZMAT2,24.9481986,25.8792581,26.58792192,25.1950913,25.84644398,25.76131667,25.46506962,25.73262373
Q96NT0;F8WCZ3;B8ZZ99;Q96NT0-2,Coiled-coil domain-containing protein 115,CCDC115,29.08732286,29.38736839,28.63124512,28.96388986,29.07635425,29.28283911,29.26407512,29.54427123
Q96NT5;Q96NT5-2;J3QRF7,Proton-coupled folate transporter,SLC46A1,24.81753333,26.91513227,NA,26.12230194,23.87173532,26.23476482,NA,25.24612009
Q96NU7;H0YI62,Probable imidazolonepropionase,AMDHD1,22.57715496,26.06365182,23.57438564,24.79783367,23.45324752,25.30587778,22.70246103,24.1577688
Q96NW4;K7ELM1;K7EPM2;K7EIN0;K7ENE0;V9GYL8;K7EIH4,Ankyrin repeat domain-containing protein 27,ANKRD27,25.03515013,25.74255143,25.52333773,25.17835666,24.95002471,26.51711705,25.05713702,25.84244511
Q96P11-5;Q96P11;Q96P11-2;Q96P11-4;Q96P11-3,Probable 28S rRNA (cytosine-C(5))-methyltransferase,NSUN5,NA,23.55215498,NA,NA,NA,23.59057974,NA,NA
Q96P16;A0A0C4DGQ6;Q96P16-3;K7EP82;K7ER50,Regulation of nuclear pre-mRNA domain-containing protein 1A,RPRD1A,NA,25.06583059,26.05765351,24.41506192,NA,NA,NA,NA
Q96P47-4;Q96P47-2;Q96P47;Q96P47-6;Q96P47-3;E7ESL9;Q96P47-5;C9J975;H7C5G0;H0Y873;H7C4U6;H7C4F1;F5GXM9;A0A087X1U1;E7EUN2;A0A087X044;Q9UPQ3-3;Q9UPQ3-2;Q9UPQ3;C9J8Z2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",AGAP3,27.93517081,28.24794062,28.76426874,28.34261341,28.44055175,28.71155051,27.93128677,28.4089221
Q96P48;Q96P48-3;Q96P48-4;E7EU13;Q96P48-1;Q96P48-2;Q96P48-7;A0A0A0MSJ2;Q96P48-5;F8WBT0;F5GWN4;F5GWQ2;H0YGD1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",ARAP1,31.10099255,31.2511278,31.27553151,31.13516128,31.28040736,31.25777332,30.52421247,31.45086081
Q96P53;A0A087WZX3,WD repeat and FYVE domain-containing protein 2,WDFY2,NA,27.74547799,24.62516704,27.12149194,24.41054037,28.09466471,25.36909595,28.09637496
Q96P70,Importin-9,IPO9,29.97787409,30.28879065,29.88986027,30.27152989,30.03970094,30.50388984,29.60971092,30.36212566
Q96PE3-2;Q96PE3-4;Q96PE3-3;Q96PE3;B8ZZB2,"Type I inositol 3,4-bisphosphate 4-phosphatase",INPP4A,NA,26.69444886,NA,26.54241625,26.13078939,26.51564414,NA,26.11382386
Q96PE7;F5GZ54;H7BZS7,"Methylmalonyl-CoA epimerase, mitochondrial",MCEE,27.65778673,27.61336919,27.26820902,26.48535911,27.40145455,27.1841394,27.11157715,26.04428955
Q96PK6;Q96PK6-2;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74;Q96PK6-3;Q96PK6-4,RNA-binding protein 14,RBM14,31.89872276,31.58284454,32.41928301,31.60902396,31.9654389,31.55809897,32.46657658,31.6627603
Q96PM5-6;Q96PM5-2;Q96PM5;Q96PM5-3;Q96PM5-4;Q96PM5-8;Q96PM5-7;D6RAF6;H0YAI4;Q96PM5-5,RING finger and CHY zinc finger domain-containing protein 1,RCHY1,27.69697071,26.74624716,27.44505931,26.60696111,26.95958511,26.54011172,27.13104462,27.00185055
Q96PM9-1;Q96PM9;Q96PM9-2;Q96PM9-3;F8VRY0;H0YI55;F8VQ24;H0YIX3;F8VWV6;F8VSJ1,Zinc finger protein 385A,ZNF385A,NA,26.38020527,26.72390338,26.09359729,NA,26.42197825,26.50388226,NA
Q96PP8;Q96PP8-2;E7ETN8,Guanylate-binding protein 5,GBP5,34.31844147,25.86629736,35.1104668,25.9466602,35.39080805,25.96318432,35.214874,27.98299505
Q96PP9;Q6ZN66,Guanylate-binding protein 4,GBP4,31.92362176,26.01092534,32.10512079,26.11251205,32.19110589,26.55803691,31.2770847,26.86655677
Q96PU5-3;Q96PU5-2;Q96PU5-6;Q96PU5-5;Q96PU5-7;Q96PU5;A0A1B0GVY1;Q96PU5-9;Q96PU5-4;K7ERN1;K7ENS6;K7EQC5;K7EN51;H0Y8H4;P46934-4,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L,NA,NA,24.74642657,24.83845916,NA,25.01682325,NA,24.80577536
Q96PU8-9;Q96PU8-8;Q96PU8-6;Q96PU8;Q96PU8-5;Q96PU8-3;H0YG47;F5GXS8;F5GYM3;H0YGD6;F5H8C8;H0YFB7;F5H5U6;F5GYT7,Protein quaking,QKI,30.2273375,31.00604457,30.46587145,31.00142108,29.94990786,31.02670182,29.80602744,31.15007126
Q96PY5;Q96PY5-3;C9IZY8;F8VYL1,Formin-like protein 2,FMNL2,28.6646517,29.09702834,28.78575128,28.377287,28.39304802,28.95551693,28.92702482,29.23059338
Q96PZ0;Q96PZ0-2;E7EUH7;H0Y863,Pseudouridylate synthase 7 homolog,PUS7,23.81196024,25.92059401,24.47271166,26.07871243,25.20914425,26.70450991,23.91378642,25.81785044
Q96Q05-3;Q96Q05;Q96Q05-2;H0YBR0;A0A0J9YWK7,Trafficking protein particle complex subunit 9,TRAPPC9,27.62149667,27.22756703,27.8647871,27.87695388,27.60045355,27.82019007,27.80992608,27.73033196
Q96Q11-2;Q96Q11;A0A494C181;A0A494C1D4;F8W8C3;A0A494C0A0;A0A494C0Y2;C9JRS7;A0A494C1L4;A0A494C1P4;A0A494BZV5;A0A494C0N8;Q96Q11-3,"CCA tRNA nucleotidyltransferase 1, mitochondrial",TRNT1,28.60183533,28.27034951,28.16600283,28.14942936,28.35527279,27.54178139,28.31228936,28.10564536
Q96QC0,Serine/threonine-protein phosphatase 1 regulatory subunit 10,PPP1R10,27.36076606,27.8418815,28.14511027,28.02548785,28.38993417,27.78512765,28.79968117,28.03333419
Q96QD9;Q96QD9-2;Q96QD9-3;Q96QD9-4;H9KVC6;H9KVC1;H9KVD1;H9KVD5,UAP56-interacting factor,FYTTD1,28.12888357,27.04936749,29.06301401,27.28762432,28.23178383,27.80937416,28.92843746,27.34443476
Q96QE2;E9PE47,Proton myo-inositol cotransporter,SLC2A13,NA,24.77329015,NA,NA,NA,24.97657461,NA,25.02187157
Q96QG7-2;Q96QG7,Myotubularin-related protein 9,MTMR9,26.53501688,27.29061528,NA,27.01488833,27.56041506,27.68465157,26.84637225,27.44884426
Q96QH2;M0R149,PML-RARA-regulated adapter molecule 1,PRAM1,31.3205545,31.74935169,32.54035472,32.01155328,32.50635129,32.3834751,32.34387377,31.24019201
Q96QK1;I3L4S0;A0A1W2PP10;A0A3B3ITD4,Vacuolar protein sorting-associated protein 35,VPS35,33.40464008,33.87279962,33.3886929,33.84155538,33.50118687,33.95714074,33.1417224,33.81640685
Q96QP1-2;Q96QP1,Alpha-protein kinase 1,ALPK1,NA,NA,NA,NA,NA,NA,NA,22.61096985
Q96QR8;K7ENC1;Q9UJV8-2;Q9UJV8,Transcriptional activator protein Pur-beta,PURB,28.90724461,28.95424154,28.97596269,28.84786606,29.14569337,28.88317385,28.73259785,29.01661606
Q96QU8-2;Q96QU8;I3L2K0;H3BRV5;H3BMW9;H3BPG8,Exportin-6,XPO6,25.33667599,25.37481052,24.29670116,25.33926122,25.31986145,25.48034425,25.34502726,24.99200512
Q96R05,Retinoid-binding protein 7,RBP7,NA,26.85340951,NA,26.27999576,25.6990115,27.1191186,25.86667467,27.15141471
Q96RE7;Q96BF6,Nucleus accumbens-associated protein 1,NACC1,26.85138534,26.4398229,26.11380399,26.47515725,27.11713783,26.12506436,25.98724146,26.5168917
Q96RF0-2;Q96RF0-3;Q96RF0,Sorting nexin-18,SNX18,29.3715864,30.15061605,30.48164194,29.8640491,29.28396517,30.31430066,28.84708947,29.58908353
Q96RL1-2;Q96RL1-3;Q96RL1;D6RC40;D6RCQ3,BRCA1-A complex subunit RAP80,UIMC1,22.75733385,NA,22.92736059,21.50925117,22.37477736,22.40153267,24.37424672,23.02408048
Q96RL7-4;Q96RL7-2;Q96RL7-3;Q96RL7;H0Y7P8,Vacuolar protein sorting-associated protein 13A,VPS13A,22.68202501,24.01350465,NA,23.71554898,23.72536043,23.39636751,NA,23.49167208
Q96RP9;Q96RP9-2;C9IZ01;F8WAU4;C9JA25,"Elongation factor G, mitochondrial",GFM1,30.46995153,30.99138619,30.67438324,31.05400834,30.73650624,31.13068876,31.24167007,30.91577339
Q96RQ3;E9PHF7;E9PG35;F5GYT8;G5E9X5;F8WDI3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCC1,29.60655525,29.79694615,30.21997328,29.77904879,29.72260119,29.7236593,30.09973923,29.22324579
Q96RQ9;Q96RQ9-2;M0QYW8;M0R1L1;M0QYH9,L-amino-acid oxidase,IL4I1,33.60917811,33.08060115,32.8964148,33.36736903,32.51279269,32.55341441,33.90014537,33.53681657
Q96RR4-6;Q96RR4-5;Q96RR4-2;Q96RR4-3;Q96RR4-4;Q96RR4-7;Q96RR4;F5GZ00,Calcium/calmodulin-dependent protein kinase kinase 2,CAMKK2,25.10181413,24.34827322,22.76048444,24.19362582,23.86797095,NA,NA,24.63610859
Q96RS6;Q96RS6-3;Q96RS6-2;E5RGX7,NudC domain-containing protein 1,NUDCD1,28.55811722,27.88745092,27.94720663,27.91655659,28.47521911,27.85150449,27.8459537,28.00774283
Q96RT1-7;Q96RT1-6;Q96RT1-4;Q96RT1-5;Q96RT1-3;Q96RT1-9;Q96RT1-2;Q96RT1;Q96RT1-8;B4DIP2,Protein LAP2,ERBB2IP,28.83400398,29.12910473,27.96113188,28.81686838,28.47969689,29.20708785,29.02799384,29.12356542
Q96S19;A0A087WYU2;Q96S19-3;Q96S19-5;Q96S19-4;H3BS73;H3BNB2;Q96S19-2;Q96S19-6;H3BRT2;H3BNT3;H3BMF3;H3BQ55,UPF0585 protein C16orf13,C16orf13,25.16154095,26.0958118,26.00236574,26.19685543,25.3109816,25.70935647,25.17111937,25.8117398
Q96S44;Q5JZ02,TP53-regulating kinase,TP53RK,27.4300588,28.18971057,28.16302978,28.23054757,27.87050122,28.49415445,26.98000095,27.49197784
Q96S52;Q96S52-2;K7EN97,GPI transamidase component PIG-S,PIGS,28.14889624,28.31522967,29.02991654,28.58046538,28.89769906,28.80396643,29.82236483,28.60805461
Q96S55-3;Q96S55-2;Q96S55;Q96S55-4,ATPase WRNIP1,WRNIP1,26.46689061,NA,24.33837732,24.82274469,25.06759585,24.50718345,NA,23.24991434
Q96S59;Q96S59-2;Q96S59-3,Ran-binding protein 9,RANBP9,28.03469898,28.00185055,27.94949048,27.90856222,28.1493809,27.71384607,27.89377053,27.76944875
Q96S66;Q96S66-2;Q96S66-3;Q96S66-4;Q5T1P5,Chloride channel CLIC-like protein 1,CLCC1,28.98171651,28.958977,29.25378968,29.19863613,29.27947778,29.37281134,29.76944875,29.16552372
Q96S82;H3BV23;H3BSQ2;H3BUV9;H3BSE0,Ubiquitin-like protein 7,UBL7,NA,25.88173367,25.51204574,26.11892064,25.55150973,26.24802208,24.99640832,26.05730232
Q96SB3,Neurabin-2,PPP1R9B,30.13943702,30.24456494,29.98100875,30.26214938,29.95282619,30.28504625,30.54443707,30.64116938
Q96SI9-2;Q96SI9,Spermatid perinuclear RNA-binding protein,STRBP,NA,27.16834817,NA,26.57019273,27.36059863,26.29612349,28.27905707,27.53593647
Q96SK2-3;Q96SK2-2;Q96SK2,Transmembrane protein 209,TMEM209,NA,NA,26.56738099,NA,24.68383547,25.51962354,25.6644347,NA
Q96SQ9;Q96SQ9-2;M0R152;M0R057,Cytochrome P450 2S1,CYP2S1,29.61048556,28.42954013,29.54408694,28.57877513,29.76306584,28.67757895,30.24501851,28.13545488
Q96ST2-2;Q96ST2-3;Q96ST2;A0A1B0GW95,Protein IWS1 homolog,IWS1,28.51054501,27.78462856,29.11344137,27.48853437,27.36043119,27.34764826,27.42886158,27.60123318
