Table S4: Log2 LFQ data of proteomes of resting and activated CD8+ T cells. Related to Figure 5A.,,,,,,,,,,,,,,,,,,,,,
Protein.IDs,Protein.names,Gene.names,LFQ.intensity.CD8TCellnaive_01,LFQ.intensity.CD8TCellnaive_03,LFQ.intensity.CD8TCellnaive_04,LFQ.intensity.CD8TCellnaive_05,LFQ.intensity.Naive_T013_CD8_12h,LFQ.intensity.Naive_T016_CD8_12h,LFQ.intensity.Naive_T017_CD8_12h,LFQ.intensity.Naive_T013_CD8_24h,LFQ.intensity.Naive_T014_CD8_24h,LFQ.intensity.Naive_T015_CD8_24h,LFQ.intensity.Naive_T009_CD8_48h,LFQ.intensity.Naive_T013_CD8_48h,LFQ.intensity.Naive_T016_CD8_48h,LFQ.intensity.Naive_T015_CD8_72h,LFQ.intensity.Naive_T016_CD8_72h,LFQ.intensity.Naive_T017_CD8_72h,LFQ.intensity.Naive_T008_CD8_96h,LFQ.intensity.Naive_T016_CD8_96h,LFQ.intensity.Naive_T017_CD8_96h
Q8IWV8;Q8IWV8-4;Q8IWV8-2;Q8IWV8-3,E3 ubiquitin-protein ligase UBR2,UBR2,24.8681594,25.04772536,24.68362133,25.28570332,26.40208917,25.78431653,26.62324231,26.63961782,26.16376882,26.87829943,25.41525538,26.11346621,25.87046594,24.06455661,25.84222929,24.6685522,25.57010585,25.76837638,24.85557341
Q8IWX8;J3QK89,Calcium homeostasis endoplasmic reticulum protein,CHERP,29.23518952,29.84711935,29.9179795,29.30867062,28.69925647,29.10332083,28.45045773,28.81274372,28.99177812,28.7060921,28.75280044,28.97366566,28.65321465,29.68668982,28.63685536,29.93691241,29.15793259,28.45033973,29.43083647
Q8IWY9;Q8IWY9-1;H3BPZ6,Codanin-1,CDAN1,NA,NA,NA,NA,22.11457861,23.66676578,23.03749802,22.67139507,24.02343762,23.81235203,NA,22.31368243,22.24933571,NA,23.09640311,NA,NA,23.98606979,NA
Q8IWZ3-6;Q8IWZ3;Q8IWZ3-4;H7C2F5;Q8IWZ3-5;H0Y4P6;H0Y785;H0Y472;H0Y7Y3;F6WFL0;H7C0V5,Ankyrin repeat and KH domain-containing protein 1,ANKHD1,27.70714593,27.84816464,27.60250802,27.86325163,28.25741367,28.28157953,28.52976999,28.77178,28.71437026,28.76357245,28.33086786,28.74284692,28.72419621,29.54061799,28.5891014,29.52714309,28.53159296,28.31510007,28.8478362
Q8IWZ8;B4DVK3;K7EK16;Q8IWZ8-2;K7ESM0;K7ELR6;K7EM86,SURP and G-patch domain-containing protein 1,SUGP1,26.86926606,26.76686107,26.9612423,26.50973744,26.62324231,26.61848924,26.70938277,26.8237167,26.65266776,26.48339217,26.71384607,26.85934653,26.41388445,27.56985966,26.7876828,27.29149379,26.81665479,26.9497131,26.88727659
Q8IX04;Q8IX04-3;Q8IX04-2;Q8IX04-6;Q8IX04-7;Q8IX04-5;A8MYV4;Q8IX04-4,Ubiquitin-conjugating enzyme E2 variant 3,UEVLD,NA,NA,NA,NA,21.33717979,23.49130509,NA,22.81642043,22.4762765,24.46737271,22.34678639,24.22199297,22.2076483,22.44705396,22.50772787,24.24974077,22.8080364,23.13509864,23.79659656
Q8IX12;Q8IX12-2;F5H2E6;F5H1H2;F5H3E1;H0YFJ7;F5H218;F5H7M9,Cell division cycle and apoptosis regulator protein 1,CCAR1,30.27164119,30.25496116,30.17438541,30.12201059,29.79125864,29.86539198,29.81663954,29.79810569,29.71031924,29.8793516,29.55875587,29.83563112,29.52471689,29.62203805,29.69819686,29.67330519,29.49556559,29.49300927,29.67841875
Q8IX18;Q8IX18-3;C9JR60;C9JEW8;Q8IX18-2;F5H625;J3KSW6;J3KTK0;J3KS08;J3KSX9,Probable ATP-dependent RNA helicase DHX40,DHX40,23.89726052,24.09948843,23.99610657,24.02875796,26.34744552,25.93728293,26.15261428,26.10023066,27.29096675,26.07038304,NA,24.73298594,25.34644827,22.73902654,24.6146474,22.47167025,23.49996556,24.05192051,NA
Q8IX90,Spindle and kinetochore-associated protein 3,SKA3,NA,NA,NA,24.47500259,25.44707919,NA,NA,23.1557478,25.49460464,NA,24.79520973,25.50245647,25.07349177,26.91934419,25.19512886,26.71069694,26.62547364,24.89915221,25.80235247
Q8IXB1;Q8IXB1-2;E7EP04;Q3B7W8;H7C1G0,DnaJ homolog subfamily C member 10,DNAJC10,24.80950909,24.84038148,25.84993095,24.8548604,24.95673028,24.86135957,24.71387228,25.22784242,25.37908165,24.26820902,24.07887527,25.74090583,24.68051277,23.33973694,23.8445058,21.58847675,23.11184376,23.82861533,23.1809684
Q8IXH7;Q8IXH7-4;Q8IXH7-3,Negative elongation factor C/D,NELFCD,27.28841665,27.54855842,27.50960154,27.9291997,27.3666137,27.51825826,27.50476129,27.23443593,27.13819226,27.48615742,25.99498522,26.99948688,27.17312278,26.46637723,27.39386633,26.29302113,26.50560951,26.71986276,27.0449982
Q8IXI1;H3BST5;Q8IXI1-2;I3L2C6;H3BU27;H3BMP9;H3BVI5;H3BUX4,Mitochondrial Rho GTPase 2,RHOT2,26.89527388,27.14860536,27.16739135,26.95770466,26.92138879,26.91433403,26.95204855,26.70147251,26.89735285,27.09717908,26.72572447,27.92411043,27.28894462,27.01627068,27.43523532,24.67508354,24.98389751,27.40251209,26.34458714
Q8IXJ6;Q8IXJ6-4;E7EWX6;Q8IXJ6-2;Q8IXJ6-3;B5MCS1;F8WCF4;C9JZQ0;C9JR33;C9J3U7;F8WF57;F8WDM4;F8WBT6,NAD-dependent protein deacetylase sirtuin-2,SIRT2,23.00816187,24.31499639,23.79728947,23.59582384,24.31444329,24.68260375,24.87342609,24.80970534,25.6330899,25.42008358,23.49814021,25.43058527,25.29883478,25.53898766,25.080584,25.48600393,24.97451927,25.59625051,25.36836338
Q8IXM2-2,Chromatin complexes subunit BAP18,BAP18,23.2210342,23.26040503,22.87085157,23.24809087,22.30279286,22.58765301,NA,22.74988743,22.48885611,NA,NA,22.32424319,NA,23.05606214,22.99251519,23.19856494,21.84287666,22.54724381,22.85136627
Q8IXM3,"39S ribosomal protein L41, mitochondrial",MRPL41,27.38426283,27.89313402,27.72715371,26.88692787,27.0560001,27.0171207,26.78244299,27.1718829,27.15209201,27.38853895,26.64265043,27.4042188,27.22379816,27.40956963,27.13447599,27.73395568,26.89458022,26.36554619,27.48523626
Q8IXM6;Q8IXM6-2;H0Y6T6,Nurim,NRM,24.52043309,24.28813498,25.23048344,24.96044709,24.73505394,24.13602234,24.11171643,24.95535618,24.83994918,24.93642947,NA,24.14164567,24.5277285,NA,25.50096852,22.79530883,NA,25.7192361,23.66394632
Q8IXQ4;Q8IXQ4-2;Q8IXQ4-3;Q8IXQ4-4,Uncharacterized protein KIAA1704,KIAA1704,25.90239922,26.15044659,26.31822434,26.03877518,26.05608282,26.02599468,25.55244818,26.34931984,26.29998772,26.12196614,25.98387577,25.93573284,25.76235629,26.85400431,25.55051195,26.7284518,26.16282816,24.96842352,26.32651137
Q8IXQ6-2;Q8IXQ6;Q8IXQ6-3;G5E9U8;C9K0E5,Poly [ADP-ribose] polymerase 9,PARP9,28.04697642,28.14111941,28.35476854,27.99814217,28.55160507,28.25777332,28.77055184,28.46314498,28.37488513,28.66434653,27.1669127,27.92031005,27.76629242,28.1797808,28.31751723,27.79184858,27.43730074,28.17707374,28.86298571
Q8IXS8;C9JTA1;C9JNS4;C9J115;F8W7X4,Protein FAM126B,FAM126B,22.23010959,23.07460274,23.26069217,23.49594674,22.68453119,23.20051192,23.02240507,22.88870312,24.00932428,24.17675996,22.02482449,23.34516265,23.14047595,NA,23.88082334,NA,NA,23.43834821,NA
Q8IXT5;B9ZVT1;E5RHG1;E5RJ83;E5RJV8;E5RJW8,RNA-binding protein 12B,RBM12B,27.64938206,27.98945202,27.85078946,27.8416416,27.85768663,27.9392126,27.78674852,28.25381222,28.27488755,27.91496125,26.77467307,27.38467455,27.56383678,26.12764442,27.92626142,25.7677957,27.31708589,27.15749898,26.58877982
Q8IXU6;B4DUB9;E9PJD1;Q8IXU6-3;Q8IXU6-2,Solute carrier family 35 member F2,SLC35F2,NA,NA,NA,NA,NA,22.08047014,21.82609534,21.93463104,22.747144,23.81743574,23.76273645,23.07722972,22.25686863,22.74603696,22.76259453,NA,22.73069733,NA,22.64019727
Q8IXW5;Q8IXW5-2,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2,RPAP2,24.3410274,23.99299917,24.54238673,23.35245514,23.97605012,23.75959078,22.96539679,24.01860703,23.53540259,22.55894194,24.40347135,24.38396632,23.16564063,22.87436455,22.3416654,23.13368847,24.82546465,22.3457853,23.55332743
Q8IY17;Q8IY17-2;Q8IY17-3;Q8IY17-4;F5H5K9;M0R2C2;M0QYT1;Q6ZV29;M0R2K2;E2QRF8;Q6ZV29-3;Q6ZV29-4;Q5T362;Q6ZV29-5,Neuropathy target esterase,PNPLA6,26.89284461,26.87267488,26.00893976,26.26097924,26.0844618,25.6009639,25.31492726,26.25553303,25.89360853,26.51340184,24.00556013,26.45062291,25.21430489,23.87708264,25.90446796,23.55602044,26.38753684,25.92304506,25.77530123
Q8IY18,Structural maintenance of chromosomes protein 5,SMC5,25.99729166,26.49564183,26.3888181,26.52947214,26.28483892,26.32515638,25.99306398,26.20972063,26.42053339,26.41430394,24.80513572,25.95925345,25.86837138,NA,26.55326883,28.85245731,24.93287542,26.51702691,23.71387228
Q8IY21;H0Y8Z7;D6R944;H0Y8H0,Probable ATP-dependent RNA helicase DDX60,DDX60,29.67465262,29.68473517,29.94865534,30.09748051,29.26199252,29.40748435,29.46571579,29.0209396,28.39468419,28.89365482,25.37673244,27.98977682,27.26212697,21.62733973,27.17588483,21.96518539,22.93328075,27.17597998,26.13936383
Q8IY26,Presqualene diphosphate phosphatase,PPAPDC2,NA,NA,NA,NA,NA,22.09177885,NA,NA,NA,23.06948189,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8IY37;F5H3Y4,Probable ATP-dependent RNA helicase DHX37,DHX37,25.93598007,26.76787145,26.76053012,26.7292301,27.0240086,26.88901891,27.32937153,27.36143556,27.04583147,27.26158909,26.39157387,27.2456306,26.98652555,24.80744691,27.55917541,24.44575397,25.01703572,27.07459457,24.70772521
Q8IY67-2;Q8IY67;Q8IY67-3,Ribonucleoprotein PTB-binding 1,RAVER1,NA,NA,NA,NA,NA,NA,22.24161779,NA,22.73411337,NA,NA,22.11794235,NA,23.344621,NA,23.73696422,NA,NA,23.21694119
Q8IY81;J3KS36;J3QSE2;J3KS74,pre-rRNA processing protein FTSJ3,FTSJ3,28.22158742,28.38212001,28.38323303,28.00410317,28.16605073,28.21775666,28.77272403,28.50286615,28.52581852,28.84822435,28.28387689,29.06907209,28.61245549,27.02178687,28.65246262,26.36349234,27.94871103,28.51020543,26.61652753
Q8IY95;Q8IY95-2;D6RAZ6,Transmembrane protein 192,TMEM192,23.22426199,24.90223819,24.54096896,23.91469899,25.0603981,25.26853029,NA,25.54533594,24.82323078,26.0759617,23.2344871,NA,25.46313718,22.81753333,22.47990654,23.41738178,22.95783748,22.99886309,22.66533505
Q8IYA6;F8WBE0;Q8IYA6-2;F5H0M5,Cytoskeleton-associated protein 2-like,CKAP2L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.25922719,22.51390779,NA,23.63067595,23.5605754,22.16152558,22.77874371,NA
Q8IYB5;Q8IYB5-3;Q8IYB5-2;E7ETU6,Stromal membrane-associated protein 1,SMAP1,26.21348933,25.89813747,26.16217509,25.78264295,25.59519783,26.09121794,25.59954582,26.09776179,26.05936691,25.8846941,25.87044242,26.20750681,26.15805783,26.31515191,25.89749135,26.53182345,26.22436872,25.3529602,27.06794455
Q8IYB7;Q8IYB7-2;Q8IYB7-3;H7C440;Q8IYB7-4;C9JGP4;H7C036;H7C1Q8,DIS3-like exonuclease 2,DIS3L2,25.71447507,26.2381407,25.86610866,26.38309292,25.78967393,25.67519125,25.78785714,25.27017126,25.29635109,25.53486851,25.77183037,26.1931746,25.85759172,25.61383285,25.3205502,23.94708398,25.52270939,26.01295081,24.43618896
Q8IYB8;B1AR60,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",SUPV3L1,28.35611281,28.61494922,28.30155843,27.76452186,28.47610805,28.61565091,28.66783519,28.4326892,28.54627841,28.40503081,26.81200922,27.6065376,27.64862803,25.8791646,27.99975568,23.06012593,25.0561035,27.41828294,26.00797802
Q8IYD1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT2,23.14994678,23.72390338,23.21905564,23.90985574,24.97840882,23.81597112,24.41693099,25.19606747,25.10309568,25.58336654,24.67761255,25.25410968,25.39345723,25.29677117,24.87154733,24.91938965,24.04476897,24.6258359,25.56016721
Q8IYH5;Q8IYH5-4;Q8IYH5-2,ZZ-type zinc finger-containing protein 3,ZZZ3,21.99621003,NA,NA,21.31301808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8IYI6,Exocyst complex component 8,EXOC8,25.64694032,26.22776899,25.97274583,25.50342737,25.75526699,26.18169641,26.01682325,25.41902276,25.71151112,25.85725948,25.6401145,25.68584146,25.77487411,25.75044469,25.52999333,25.43837994,25.5851159,26.04341367,25.4737647
Q8IYJ3;Q8IYJ3-2;H0Y848;F2Z2R6;G3V181,Synaptotagmin-like protein 1,SYTL1,26.60978136,27.67976142,27.84655159,26.14458528,25.41496518,24.96635653,26.49839894,24.69593596,24.78441639,25.22729159,24.36653033,24.15073709,23.74765623,22.28364908,23.56801919,23.82851849,24.61913322,24.47041709,24.29628106
Q8IYL2;H0YDS2;Q8IYL2-3;Q8IYL2-2,Probable tRNA (uracil-O(2)-)-methyltransferase,TRMT44,NA,NA,NA,NA,20.17682082,19.52672846,21.26882295,20.97680183,NA,19.50734559,20.47189348,19.29535641,19.15795379,19.89988792,19.26732621,19.82914978,20.31882081,21.6600551,19.90252527
Q8IYL3,UPF0688 protein C1orf174,C1orf174,26.33822428,25.74090583,26.5494988,26.26756625,24.64768151,24.86154888,24.29845027,23.97447551,23.53017198,23.15884756,23.34732724,24.48664847,23.68110284,24.93804613,22.76186446,25.58537382,23.504337,23.50627562,23.49826197
Q8IYL9,Psychosine receptor,GPR65,21.83171083,21.73867615,22.61954745,22.55461602,NA,20.31959275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8IYM9;Q8IYM9-2;C9JWC5;C9JIU5;C9J060;H7BZD3;H7C376;H7C262;H7C2K0,E3 ubiquitin-protein ligase TRIM22,TRIM22,28.738537,28.81050844,28.34574639,28.73360019,28.55713131,28.40287798,28.41171249,28.39321172,28.47923432,28.47630123,28.60470094,28.55438913,28.57819928,28.00790319,28.26606534,27.26051271,27.40047766,28.14111941,26.89573613
Q8IYQ7,Threonine synthase-like 1,THNSL1,29.00651279,28.9509647,29.13633532,28.61631719,28.15865499,28.42922085,28.27559811,27.97426762,28.39198351,28.24127228,27.36686378,27.46263806,28.1711671,27.14753832,27.63878964,27.21252488,25.80508651,27.2008823,26.75620915
Q8IYR2;I3L428;I3L496;I3L2P4,SET and MYND domain-containing protein 4,SMYD4,NA,21.98342787,21.87503986,22.90947124,21.30680266,21.53725253,20.59477654,21.13814928,21.37522826,20.85285255,NA,20.84789234,21.50905782,22.31951006,21.53692067,21.79066349,21.5143654,21.3187105,21.64653937
Q8IYS1,Peptidase M20 domain-containing protein 2,PM20D2,26.32652851,25.58689177,25.6793319,26.15751825,24.34611006,24.74226872,22.10136533,24.06677507,24.08723686,23.74026252,23.80272224,22.06384928,24.64339383,26.2642407,23.35380157,26.72520439,26.03896352,22.75922503,25.79330067
Q8IYS2;Q8IYS2-2,Uncharacterized protein KIAA2013,KIAA2013,23.86806518,22.17322574,22.19952378,22.91519155,NA,23.78126765,22.46410996,22.97853102,21.79522955,24.5869204,NA,23.27341203,NA,NA,23.78895246,21.4165316,NA,22.70263012,NA
Q8IYT2;H3BTZ7;H3BR19;H3BUK2;H3BNZ8;H3BS00,FtsJ methyltransferase domain-containing protein 1,FTSJD1,24.08431987,22.25387172,23.81127434,23.98580929,25.06640556,24.45462863,25.13856336,24.87107726,24.18948436,25.31658538,24.18654047,24.84794967,24.32189232,NA,25.34109528,NA,23.47555929,24.58600411,NA
Q8IYT4;Q8IYT4-2;K7EM02;K7EIJ8,Katanin p60 ATPase-containing subunit A-like 2,KATNAL2,27.66844399,28.34206232,28.28630281,28.52357703,28.58577495,28.77275549,27.49952464,28.69763362,28.36047305,29.06064547,28.07178484,28.68331345,28.7080016,29.04150367,28.6064317,28.94052935,28.60911205,29.40823378,29.02823102
Q8IYU8;F2Z348,"Calcium uptake protein 2, mitochondrial",MICU2,24.31534197,23.79540793,24.35218571,23.63455849,24.59017995,24.32264887,24.3789494,24.50935991,24.31112022,24.61042923,NA,24.36031397,NA,NA,24.6191892,NA,NA,23.43618896,22.97140883
Q8IYW5,E3 ubiquitin-protein ligase RNF168,RNF168,NA,NA,NA,NA,24.66551939,24.50148492,24.34285922,25.4658481,24.38870316,25.10992468,24.09168202,24.41086381,24.07626759,23.66003333,24.42803092,24.13516128,23.53076732,24.03145285,24.68313941
Q8IZ07;H0YIN8;F8VXL4;B3KMT9;B3KT78;F8VWA1;F8VZZ3;Q6ZTN6-2,Ankyrin repeat domain-containing protein 13A,ANKRD13A,27.42326136,27.36527918,27.18461236,27.54988065,26.99161595,27.00453184,27.38302698,26.71437026,27.1525756,27.0605424,25.91923051,26.24934294,26.72935977,25.98065474,27.23772142,26.38202104,26.6907244,27.0053888,27.25898648
Q8IZ21;Q8IZ21-3;Q8IZ21-2,Phosphatase and actin regulator 4,PHACTR4,22.82292943,22.58028709,23.35043315,23.72733552,23.38653404,23.70345415,23.37252077,22.95230188,23.18272714,24.07013733,21.9693022,23.95615421,24.14406009,NA,23.2057855,22.55583326,NA,23.35917474,22.75546056
Q8IZ73;B4DDD1,RNA pseudouridylate synthase domain-containing protein 2,RPUSD2,26.10970554,26.49929653,26.18377984,26.25871698,26.46580141,26.82808262,26.69736849,26.61203359,26.90081117,26.92275025,26.29848523,27.10958599,26.98782693,26.97180349,26.63006489,27.29517772,26.75544528,26.47812353,26.67222634
Q8IZ83;Q8IZ83-3;F8WBH3;F5H4B6;Q8IZ83-2;M0QY06,Aldehyde dehydrogenase family 16 member A1,ALDH16A1,29.21579118,29.14287286,28.92374217,29.75698852,29.31280867,29.17747775,29.00018564,29.12408332,29.29015384,28.81396707,28.87120655,28.9573172,29.14705303,29.09295243,29.37492657,29.21821873,28.73956741,29.20627285,28.78241174
Q8IZC7;Q0VDG9;K7EN16,Zinc finger protein 101,ZNF101,24.78046688,25.02187157,24.71842627,24.51249791,23.11270293,25.25183661,23.40184511,23.55004217,23.63322851,25.09454391,24.04101271,23.63167532,23.62745106,23.49252803,24.52963596,NA,NA,24.54515915,NA
Q8IZD4;F5GZK9;B4DRD1;F5H4R4;F5H3J1;B4DVJ6,mRNA-decapping enzyme 1B,DCP1B,24.96767623,24.62644876,23.65829082,24.78949982,25.07997397,25.35977797,24.13249659,25.21530518,24.79946503,25.71868755,25.4816073,24.66269749,24.71182617,25.78244299,24.35232043,25.41199527,25.56883102,24.88948317,25.51225677
Q8IZE3-2;Q8IZE3,Protein-associating with the carboxyl-terminal domain of ezrin,SCYL3,NA,NA,NA,NA,22.7573135,22.86778247,23.47308341,23.61470355,23.16184845,24.39244216,NA,24.08917825,23.13578756,23.01116855,23.645924,22.74784059,22.66314285,23.45726163,23.02199861
Q8IZH2;Q8IZH2-2;H7C5E4;Q8IZH2-3;B4E2K3;F8WDA0;C9JCZ8,5-3 exoribonuclease 1,XRN1,27.60780776,27.91285042,27.70681669,27.65129963,27.62128706,27.8104165,28.11247228,27.96790705,27.7050375,28.40088478,26.93876407,27.54200288,27.59413014,24.44379546,27.75907006,22.97282908,26.25670309,27.63505692,25.69659935
Q8IZL2,Mastermind-like protein 2,MAML2,24.10749231,23.29431897,22.8937659,22.76314184,22.2402498,21.74648808,NA,22.38529684,22.35662498,20.88539252,NA,NA,22.008709,21.8975929,20.16275518,22.58570619,21.97179472,22.31611577,NA
Q8IZL8;I3L3A8;C9JFV4;Q8IZL8-2;E7EV54;I3L445;I3L4M7;I3L4P1;I3L1P4;I3L4I3,"Proline-, glutamic acid- and leucine-rich protein 1",PELP1,29.621322,29.75980028,29.85538628,29.2919109,29.38747111,29.36306617,29.60217171,29.47896441,29.40527432,29.66563459,28.94310334,29.27930065,29.25768342,29.76008591,29.45401279,29.73895569,29.3316368,28.96958216,29.65855301
Q8IZQ5;H0YE28;H3BV83,Selenoprotein H,SELH;C11orf31,30.4752771,30.49247455,30.65770156,30.50795843,29.92691175,30.10437108,29.72898692,29.95227077,29.8494329,30.03144233,29.33964351,29.67170348,29.29471774,29.16786984,29.30223418,29.31443032,28.50525362,29.11132841,28.9209063
Q8IZT6;Q8IZT6-2;Q5VYL4,Abnormal spindle-like microcephaly-associated protein,ASPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.38179007,NA,22.14976076,24.02723986,NA,NA,23.70693523,NA
Q8N0T1;E5RFW5;Q8N0T1-2;E5RGR5;E5RIV3,Uncharacterized protein C8orf59,C8orf59,NA,NA,NA,NA,24.21170831,24.12864762,23.75531793,21.70906193,25.46740381,24.45318471,24.25039153,23.48566621,23.57392358,25.92063944,23.76385101,25.52647536,23.54309509,23.93355091,23.0671691
Q8N0U8;E7ETM5,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,25.02913723,25.30033692,25.35430616,24.50324538,24.45004076,24.29017582,24.5526827,24.89013288,24.62505553,24.79292848,23.13707056,25.26237791,23.89855268,NA,24.43415377,NA,22.21812448,23.21596425,22.16943817
Q8N0V3;Q8N0V3-2,"Putative ribosome-binding factor A, mitochondrial",RBFA,22.2687373,23.1815751,NA,22.77723926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8N0W3;Q8N0W3-2;J3KSP6;J3KTP6;I3L171;I3L1X0;B4DEU5;I3L3J1;I3L106,L-fucose kinase,FUK,25.27245124,25.53091612,25.2210342,26.09168202,25.93055382,26.34918483,25.67502968,25.79837766,25.49304746,25.96897276,23.94225891,23.57703967,25.51469648,23.25226985,24.789052,24.03774936,NA,23.75857458,23.10517576
Q8N0X4;Q8N0X4-2;B4DU60;Q5JVC2;Q5JVC0;Q5JVC1;Q5JVB9,"Citrate lyase subunit beta-like protein, mitochondrial",CLYBL,26.48220763,27.37923041,27.33133781,27.12494608,26.0672676,27.16221352,27.00667329,25.59115068,27.32688848,27.25069873,25.85590603,24.65217538,26.45577332,25.19215884,26.08938033,23.75765939,23.64107978,26.37653374,25.17710226
Q8N0X7,Spartin,SPG20,25.0429338,25.26506386,25.15900161,25.62106343,26.83701575,26.83520944,26.93055382,26.32495045,27.49266554,27.37036042,26.68485219,27.49571806,27.16470887,27.98212468,26.54495288,28.08029935,27.58785041,26.9306666,27.57333133
Q8N0Z3;H7C5N4,Spindle and centriole-associated protein 1,SPICE1,23.25853728,23.2295963,23.76739161,23.9573947,21.99178893,22.00976849,22.5713564,21.81776751,21.81550213,21.16416793,22.80001829,21.61270295,21.8896317,22.98669479,22.11578538,22.99917287,23.23654681,NA,22.26270049
Q8N103;Q8N103-2;Q8N103-4,T-cell activation Rho GTPase-activating protein,TAGAP,NA,NA,NA,NA,24.72004548,24.41176905,27.1796859,27.31794844,27.08019768,27.28427414,23.39401358,26.65266776,25.18362842,18.62570884,21.03301695,NA,NA,NA,19.93416309
Q8N108-12;Q8N108;Q8N108-17;Q8N108-15;Q8N108-13;Q8N108-16;Q8N108-14;Q8N108-18;Q8N108-19,Mesoderm induction early response protein 1,MIER1,26.70938277,26.67640241,26.64705015,26.9155882,26.88611388,27.0006692,26.99507151,26.64746194,26.4170598,26.31409749,26.31295578,26.10972546,26.57104676,27.30617339,26.17930624,27.46341786,26.61848924,26.38393338,27.17759655
Q8N122;F5H7J5;Q8N122-2;F5GXV9;I3L436,Regulatory-associated protein of mTOR,RPTOR,26.79203483,26.67101167,26.93021541,26.55647366,26.07871243,26.52914444,26.32776232,26.22585847,25.60356953,25.25223375,25.95142613,25.95622069,26.1657058,25.3833072,25.34590709,25.56529038,24.99731319,24.26356035,25.73016349
Q8N129,Protein canopy homolog 4,CNPY4,23.95704038,24.52312832,24.97967394,23.80538177,25.35890656,25.08614368,25.47165785,25.52040311,24.92700786,25.58485793,24.1385243,24.23775788,24.67174059,25.16288577,24.92687217,25.54085075,24.13789922,25.3383093,24.24001682
Q8N137;Q8N137-5;Q8N137-3;Q8N137-2;I3L0P9;Q8N137-4;I3L1B0;I3L1Z8;I3L1A6,Centrobin,CNTROB,24.45167647,24.08269676,24.20597934,24.35850419,23.30994147,23.48456036,23.2012451,23.48357668,NA,24.48443744,22.48981171,23.3937518,22.88723475,23.01115149,23.21483846,23.58566035,22.68769519,NA,22.08537391
Q8N138;Q8N138-4;J3QRM9,ORM1-like protein 3,ORMDL3,NA,24.08602216,NA,25.26513542,23.56778715,21.23590437,21.97200516,20.68893324,20.86181389,19.44309733,21.00264473,20.41224731,23.39610615,NA,NA,21.58467446,20.59550518,24.74077719,23.1302513
Q8N163;Q8N163-2;H0YB24;G3V119;E5RHJ4;E5RFJ3;H0YC69;E5RGU7;H0YC58;E5RHH8,DBIRD complex subunit KIAA1967,KIAA1967,31.14260511,31.47150281,31.60204779,31.88212447,31.36588404,31.2154672,30.99799417,31.28035204,31.35998109,31.36087069,30.67883847,30.764854,31.01451593,30.76951181,31.03341296,30.51239242,30.6026673,30.97548444,30.60972853
Q8N183;D6RA56;H0YA50,"Mimitin, mitochondrial",NDUFAF2,27.89278672,28.07004517,27.82874848,27.46006175,27.24090849,27.80402799,27.62198566,27.28427414,27.31224608,28.17450446,26.71437026,27.52649028,27.77253527,27.31846572,26.61512468,27.45873276,26.91376359,27.32233942,27.07806088
Q8N1F7;H3BVG0;Q8N1F7-2;H3BPA9;H3BM93;H3BRI8;H3BV11;H3BNN5;H3BP95;H3BMX0;H3BVE2;H3BRD9;H3BV15;H3BNG7,Nuclear pore complex protein Nup93,NUP93,30.14163105,29.94837686,29.89807402,29.82759817,29.79257791,29.87409774,29.93887622,29.94041733,30.15677601,30.18494335,29.83878974,30.34910467,30.21824183,30.79055972,30.2994201,30.47189038,30.40963032,30.21361447,30.47633986
Q8N1G0;Q8N1G0-2;F8WCX2;H0Y5I5;Q9HCE3,Zinc finger protein 687,ZNF687,24.72666013,24.54256385,24.78061706,23.75704894,23.62466518,24.07267433,23.38903153,23.71649127,23.384164,23.79847655,23.27156105,24.05125674,23.39270418,23.68367487,23.40509575,24.47747518,23.30716411,23.39440617,23.84804521
Q8N1G2;H0Y4T0;Q5T7F8;Q5T7F5;H0YCQ1,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,FTSJD2,27.60335729,27.96499157,27.68852512,28.09687758,27.79395797,27.72910041,27.46855395,27.97454115,27.57938673,27.96889588,26.6957767,27.59085096,27.70490562,26.18993673,27.73214496,25.06393977,26.73285659,27.6125961,27.14918705
Q8N1G4;J3KRP5,Leucine-rich repeat-containing protein 47,LRRC47,29.92775956,30.21117915,30.09446337,30.5243059,30.35152875,30.37108782,30.47913793,30.57208466,30.37544454,30.71669404,29.34373614,30.00222623,30.19601117,30.23352196,30.17581346,30.43440037,29.36097531,29.88178909,29.90670003
Q8N228;Q8N228-2;Q8N228-3;F2Z2X1;Q5T0T5,Sex comb on midleg-like protein 4,SCML4,24.9489115,25.06340496,26.50914846,24.83518534,23.07625128,23.92352118,23.00243872,22.37225505,22.23467712,23.35433979,NA,22.45173935,22.74566776,23.649985,23.6940237,24.97193501,21.68264661,22.66756723,23.63809912
