biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name,gene
P00995,P00995,NA,C,NA,canonical,0.999,0,1273,7.225,14,NA,NA,NA,NA,NA,NA,NA,NA,P00995,972,3,NA,NA,NA,nP20K \PName=Serine protease inhibitor Kazal-type 1 isoform Iso 1 \GName=SPINK1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=79 \SV=2 \EV=212 \PE=1 \ModResPsi=(32|MOD:00798|half cystine)(61|MOD:00798|half cystine)(39|MOD:00798|half cystine)(58|MOD:00798|,Homo sapiens,SPINK1
Q99719,Q99719,NA,C,NA,canonical,0.999,0,260,0.295,14,NA,NA,NA,NA,NA,NA,NA,NA,Q6UX71,2773,361,NA,NA,NA,nP20K \PName=Septin-5 isoform Iso 1 \GName=SEPTIN5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=369 \SV=1 \EV=193 \PE=1 \ModResPsi=(13|MOD:00047|O-phospho-L-threonine)(168|MOD:00078|omega-N-methyl-L-arginine)(218|MOD:00048|O4'-phospho-L-tyrosine)(225|MOD,Homo sapiens,SEPTIN5
Q9H3T3,Q9H3T3,NA,C,NA,canonical,0.999,0,1238,0.74,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Semaphorin-6B isoform Iso 1 \GName=SEMA6B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=888 \SV=4 \EV=180 \PE=1 \ModResPsi=(116|MOD:00798|half cystine)(126|MOD:00798|half cystine)(144|MOD:00798|half cystine)(153|MOD:00798|half cystine)(267|MO,Homo sapiens,SEMA6B
Q12765,Q12765,NA,C,NA,canonical,0.999,0,62,0.07,14,NA,NA,NA,NA,NA,NA,NA,NA,Q12765,2230,9,NA,NA,NA,nP20K \PName=Secernin-1 isoform Iso 1 \GName=SCRN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=414 \SV=2 \EV=167 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(322|MOD:00046|O-phospho-L-serine)(324|MOD:00235|S-nitrosyl-L-cysteine) \VariantSimple=(1|V,Homo sapiens,SCRN1
Q8WVM8,Q8WVM8,NA,C,NA,canonical,0.999,0,35,0.024,14,NA,NA,NA,NA,NA,NA,NA,NA,Q8WVM8,3170,51,NA,NA,NA,nP20K \PName=Sec1 family domain-containing protein 1 isoform Iso 1 \GName=SCFD1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=642 \SV=4 \EV=180 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(37|MOD:00046|O-phospho-L-serine)(63|MOD:00134|N6-glycyl-L-lys,Homo sapiens,SCFD1
Q16799,Q16799,NA,C,NA,canonical,0.999,0,29,0.019,14,NA,NA,NA,NA,NA,NA,NA,NA,Q16799,2517,7,NA,NA,NA,nP20K \PName=Reticulon-1 isoform RTN1-A \GName=RTN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=776 \SV=1 \EV=171 \PE=1 \ModResPsi=(48|MOD:00046|O-phospho-L-serine)(65|MOD:00046|O-phospho-L-serine)(71|MOD:00046|O-phospho-L-serine)(79|MOD:00046|O-phospho,Homo sapiens,RTN1
Q6NW40,Q6NW40,NA,C,NA,canonical,0.999,0,564,0.64,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Repulsive guidance molecule B isoform Iso 1 \GName=RGMB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=437 \SV=3 \EV=131 \PE=1 \ModResPsi=(139|MOD:00798|half cystine)(226|MOD:00798|half cystine)(163|MOD:00798|half cystine)(312|MOD:00798|half c,Homo sapiens,RGMB
P63000,P63000,NA,C,NA,canonical,0.999,0,392,1.112,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ras-related C3 botulinum toxin substrate 1 isoform A \GName=RAC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=192 \SV=1 \EV=209 \PE=1 \ModResPsi=(32|MOD:00208|O4'-(phospho-5'-adenosine)-L-tyrosine)(35|MOD:00272|O-(phospho-5'-adenosine)-L-thr,Homo sapiens,RAC1
Q13283,Q13283,NA,C,NA,canonical,0.999,0,73,0.079,14,NA,NA,NA,NA,NA,NA,NA,NA,Q13283,2277,63,NA,NA,NA,nP20K \PName=Ras GTPase-activating protein-binding protein 1 isoform Iso 1 \GName=G3BP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=466 \SV=1 \EV=222 \PE=1 \ModResPsi=(36|MOD:00134|N6-glycyl-L-lysine)(39|MOD:00046|O-phospho-L-serine)(47|MOD:00046|O-phos,Homo sapiens,G3BP1
Q96IU4,Q96IU4,NA,C,NA,canonical,0.999,0,408,0.842,14,NA,NA,NA,NA,NA,NA,NA,NA,P02750,1011,92,NA,NA,NA,nP20K \PName=Putative protein-lysine deacylase ABHD14B isoform Iso 1 \GName=ABHD14B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=210 \SV=1 \EV=166 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(91|MOD:00046|O-phospho-L-serine)(111|MOD:00046|O-phospho-,Homo sapiens,ABHD14B
Q99623,Q99623,NA,C,NA,canonical,0.999,0,66,0.068,14,NA,NA,NA,NA,NA,NA,NA,NA,Q99623,3484,21,NA,NA,NA,nP20K \PName=Prohibitin-2 isoform Iso 1 \GName=PHB2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=299 \SV=2 \EV=199 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(6|MOD:00134|N6-glycyl-L-lysine)(91|MOD:00046|O-phospho-L-serine)(97|MOD:00134|N6-glycyl-L,Homo sapiens,PHB2
Q14435,Q14435,NA,C,NA,canonical,0.999,0,86,0.067,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Polypeptide N-acetylgalactosaminyltransferase 3 isoform Iso 1 \GName=GALNT3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=633 \SV=2 \EV=189 \PE=1 \ModResPsi=(517|MOD:00798|half cystine)(535|MOD:00798|half cystine)(561|MOD:00798|half cystine)(,Homo sapiens,GALNT3
P04054,P04054,NA,C,NA,canonical,0.999,0,237,0.897,14,NA,NA,NA,NA,NA,NA,NA,NA,P04054,1026,4,NA,NA,NA,nP20K \PName=Phospholipase A2 isoform Iso 1 \GName=PLA2G1B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=148 \SV=3 \EV=209 \PE=1 \ModResPsi=(33|MOD:00798|half cystine)(99|MOD:00798|half cystine)(49|MOD:00798|half cystine)(146|MOD:00798|half cystine)(51|MO,Homo sapiens,PLA2G1B
Q9Y263,Q9Y263,NA,C,NA,canonical,0.999,0,3549,1.752,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Phospholipase A-2-activating protein isoform Iso 1 \GName=PLAA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=795 \SV=2 \EV=193 \PE=1 \ModResPsi=(50|MOD:00046|O-phospho-L-serine)(188|MOD:00046|O-phospho-L-serine)(259|MOD:00134|N6-glycyl-L-lysi,Homo sapiens,PLAA
Q68BL7,Q68BL7,NA,C,NA,canonical,0.999,0,98,0.072,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Olfactomedin-like protein 2A isoform Iso 1 \GName=OLFML2A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=652 \SV=1 \EV=122 \PE=1 \ModResPsi=(334|MOD:00046|O-phospho-L-serine)(395|MOD:00798|half cystine)(582|MOD:00798|half cystine) \VariantSimp,Homo sapiens,OLFML2A
Q6UWY5,Q6UWY5,NA,C,NA,canonical,0.999,0,111,0.105,14,NA,NA,NA,NA,NA,NA,NA,NA,Q6UWY5,2771,4,NA,NA,NA,nP20K \PName=Olfactomedin-like protein 1 isoform Iso 1 \GName=OLFML1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=402 \SV=2 \EV=127 \PE=1 \ModResPsi=(141|MOD:00798|half cystine)(324|MOD:00798|half cystine)(350|MOD:00047|O-phospho-L-threonine) \ModRes=(66,Homo sapiens,OLFML1
P01160,P01160,NA,C,NA,canonical,0.999,0,210,0.53,14,NA,NA,NA,NA,NA,NA,NA,NA,P01160,979,3,NA,NA,NA,nP20K \PName=Natriuretic peptides A isoform Iso 1 \GName=NPPA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=151 \SV=2 \EV=220 \PE=1 \ModResPsi=(129|MOD:00046|O-phospho-L-serine)(130|MOD:00798|half cystine)(146|MOD:00798|half cystine) \VariantSimple=(6|I)(,Homo sapiens,NPPA
P23368,P23368,NA,C,NA,canonical,0.999,0,65,0.048,14,NA,NA,NA,NA,NA,NA,NA,NA,P48163,1738,42,NA,NA,NA,"nP20K \PName=NAD-dependent malic enzyme, mitochondrial isoform Iso 1 \GName=ME2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=584 \SV=1 \EV=220 \PE=1 \ModResPsi=(81|MOD:00064|N6-acetyl-L-lysine)(156|MOD:00064|N6-acetyl-L-lysine)(224|MOD:00064|N6-acetyl-L-",Homo sapiens,ME2
P28482,P28482,NA,C,NA,canonical,0.999,0,70,0.072,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Mitogen-activated protein kinase 1 isoform Iso 1 \GName=MAPK1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=360 \SV=3 \EV=244 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(29|MOD:00046|O-phospho-L-serine)(181|MOD:00047|O-phospho-L-threoni,Homo sapiens,MAPK1
Q16891,Q16891,NA,C,NA,canonical,0.999,0,56,0.029,14,NA,NA,NA,NA,NA,NA,NA,NA,Q16891,2525,69,NA,NA,NA,nP20K \PName=MICOS complex subunit MIC60 isoform Iso 1 \GName=IMMT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=758 \SV=1 \EV=195 \PE=1 \ModResPsi=(34|MOD:00046|O-phospho-L-serine)(36|MOD:00046|O-phospho-L-serine)(39|MOD:00046|O-phospho-L-serine)(69|MOD:,Homo sapiens,IMMT
P15529,P15529,NA,C,NA,canonical,0.999,0,197,0.28,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Membrane cofactor protein isoform A \GName=CD46 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=392 \SV=3 \EV=235 \PE=1 \ModResPsi=(35|MOD:00798|half cystine)(80|MOD:00798|half cystine)(64|MOD:00798|half cystine)(94|MOD:00798|half cystine)(99|M,Homo sapiens,CD46
O95866,O95866,NA,C,NA,canonical,0.999,0,78,0.136,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Megakaryocyte and platelet inhibitory receptor G6b isoform B \GName=MPIG6B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=241 \SV=1 \EV=159 \PE=1 \ModResPsi=(208|MOD:00046|O-phospho-L-serine)(211|MOD:00048|O4'-phospho-L-tyrosine)(226|MOD:00046,Homo sapiens,MPIG6B
P34949,P34949,NA,C,NA,canonical,0.999,0,54,0.072,14,NA,NA,NA,NA,NA,NA,NA,NA,P34949,1595,35,NA,NA,NA,nP20K \PName=Mannose-6-phosphate isomerase isoform Iso 1 \GName=MPI \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=423 \SV=2 \EV=215 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(20|MOD:00134|N6-glycyl-L-lysine)(69|MOD:00134|N6-glycyl-L-lysine)(87|MOD:,Homo sapiens,MPI
P14174,P14174,NA,C,NA,canonical,0.999,0,345,1.566,14,NA,NA,NA,NA,NA,NA,NA,NA,P14174,1267,11,NA,NA,NA,nP20K \PName=Macrophage migration inhibitory factor isoform Iso 1 \GName=MIF \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=115 \SV=4 \EV=242 \PE=1 \ModResPsi=(21|MOD:00046|O-phospho-L-serine)(53|MOD:00046|O-phospho-L-serine)(54|MOD:00046|O-phospho-L-serin,Homo sapiens,MIF
P05455,P05455,NA,C,NA,canonical,0.999,0,41,0.042,14,NA,NA,NA,NA,NA,NA,NA,NA,P05455,1072,14,NA,NA,NA,nP20K \PName=Lupus La protein isoform Iso 1 \GName=SSB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=408 \SV=2 \EV=242 \PE=1 \ModResPsi=(9|MOD:00134|N6-glycyl-L-lysine)(76|MOD:00134|N6-glycyl-L-lysine)(86|MOD:00134|N6-glycyl-L-lysine)(92|MOD:00046|O-phosp,Homo sapiens,SSB
Q14114,Q14114,NA,C,NA,canonical,0.999,0,5171,2.134,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Low-density lipoprotein receptor-related protein 8 isoform Iso 1 \GName=LRP8 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=963 \SV=4 \EV=206 \PE=1 \ModResPsi=(47|MOD:00798|half cystine)(59|MOD:00798|half cystine)(54|MOD:00798|half cystine)(72,Homo sapiens,LRP8
P24666,P24666,NA,C,NA,canonical,0.999,0,328,0.827,14,NA,NA,NA,NA,NA,NA,NA,NA,P24666,1452,13,NA,NA,NA,nP20K \PName=Low molecular weight phosphotyrosine protein phosphatase isoform Iso 1 \GName=ACP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=158 \SV=3 \EV=227 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(113|MOD:00134|N6-glycyl-L-lysine)(113|MOD:001,Homo sapiens,ACP1
O75112,O75112,NA,C,NA,canonical,0.999,0,120,0.085,14,NA,NA,NA,NA,NA,NA,NA,NA,O75112,767,24,NA,NA,NA,nP20K \PName=LIM domain-binding protein 3 isoform Iso 1 \GName=LDB3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=727 \SV=2 \EV=192 \PE=1 \ModResPsi=(44|MOD:00046|O-phospho-L-serine)(73|MOD:00046|O-phospho-L-serine)(83|MOD:00046|O-phospho-L-serine)(90|MOD,Homo sapiens,LDB3
Q9HBW1,Q9HBW1,NA,C,NA,canonical,0.999,0,244,0.213,14,NA,NA,NA,NA,NA,NA,NA,NA,Q9NT99,3875,11,NA,NA,NA,nP20K \PName=Leucine-rich repeat-containing protein 4 isoform Iso 1 \GName=LRRC4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=653 \SV=2 \EV=183 \PE=1 \ModResPsi=(46|MOD:00798|half cystine)(52|MOD:00798|half cystine)(50|MOD:00798|half cystine)(61|MOD:0079,Homo sapiens,LRRC4
Q9BYQ9,Q9BYQ9,NA,C,NA,canonical,0.999,0,132,0.999,14,NA,NA,NA,NA,NA,NA,NA,NA,Q9BYQ5,3621,37,NA,NA,NA,nP20K \PName=Keratin-associated protein 4-8 isoform Iso 1 \GName=KRTAP4-8 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=185 \SV=4 \EV=145 \PE=1 \VariantSimple=(2|A)(3|D)(3|S)(4|F)(4|N)(4|P)(4|Y)(5|Y)(6|*)(7|D)(7|S)(9|E)(9|L)(9|M)(12|H)(13|*)(13|K)(13|R)(1,Homo sapiens,KRTAP4-8
Q9BYR4,Q9BYR4,NA,C,NA,canonical,0.999,0,147,0.556,14,NA,NA,NA,NA,NA,NA,NA,NA,Q9BYQ5,3621,37,NA,NA,NA,nP20K \PName=Keratin-associated protein 4-3 isoform Iso 1 \GName=KRTAP4-3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=195 \SV=2 \EV=129 \PE=1 \VariantSimple=(2|F)(4|A)(5|S)(6|R)(7|D)(8|F)(11|C)(11|T)(12|Y)(13|K)(14|I)(16|R)(17|*)(17|K)(17|P)(20|S)(21|*),Homo sapiens,KRTAP4-3
P26010,P26010,NA,C,NA,canonical,0.999,0,90,0.05,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Integrin beta-7 isoform Long \GName=ITGB7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=798 \SV=1 \EV=215 \PE=1 \ModResPsi=(45|MOD:00798|half cystine)(476|MOD:00798|half cystine)(51|MOD:00798|half cystine)(61|MOD:00798|half cystine)(54|MOD:00,Homo sapiens,ITGB7
A0A075B6K6,A0A075B6K6,NA,C,NA,canonical,0.999,0,2648,8.588,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin lambda variable 4-3 isoform Iso 1 \GName=IGLV4-3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=122 \SV=1 \EV=43 \PE=1 \ModResPsi=(41|MOD:00798|half cystine)(111|MOD:00798|half cystine) \VariantSimple=(2|D)(5|C)(5|F)(5|T)(6|S)(6,Homo sapiens,IGLV4-3
Q12794,Q12794,NA,C,NA,canonical,0.999,0,222,0.28,14,NA,NA,NA,NA,NA,NA,NA,NA,Q12794,2232,11,NA,NA,NA,nP20K \PName=Hyaluronidase-1 isoform Iso 1 \GName=HYAL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=435 \SV=2 \EV=181 \PE=1 \ModResPsi=(43|MOD:00798|half cystine)(333|MOD:00798|half cystine)(207|MOD:00798|half cystine)(221|MOD:00798|half cystine)(358|MO,Homo sapiens,HYAL1
Q8WWV6,Q8WWV6,NA,C,NA,canonical,0.999,0,575,0.544,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor isoform Iso 1 \GName=FCAMR \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=532 \SV=1 \EV=130 \PE=1 \ModResPsi=(82|MOD:00798|half cystine)(153|MOD:00798|half cystine) \ModRes=(,Homo sapiens,FCAMR
Q96JK4,Q96JK4,NA,C,NA,canonical,0.999,0,42,0.025,14,NA,NA,NA,NA,NA,NA,NA,NA,Q96JK4,3387,8,NA,NA,NA,nP20K \PName=HHIP-like protein 1 isoform Iso 1 \GName=HHIPL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=782 \SV=2 \EV=141 \PE=1 \ModResPsi=(181|MOD:00798|half cystine)(521|MOD:00798|half cystine)(185|MOD:00798|half cystine)(528|MOD:00798|half cystine)(,Homo sapiens,HHIPL1
P31942,P31942,NA,C,NA,canonical,0.999,0,64,0.085,14,NA,NA,NA,NA,NA,NA,NA,NA,P52597,1845,117,NA,NA,NA,nP20K \PName=Heterogeneous nuclear ribonucleoprotein H3 isoform Iso 1 \GName=HNRNPH3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=346 \SV=2 \EV=212 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(6|MOD:00134|N6-glycyl-L-lysine)(6|MOD:00134|N6-glycyl,Homo sapiens,HNRNPH3
P55795,P55795,NA,C,NA,canonical,0.999,0,101,0.121,14,NA,NA,NA,NA,NA,NA,NA,NA,P52597,1845,117,NA,NA,NA,nP20K \PName=Heterogeneous nuclear ribonucleoprotein H2 isoform Iso 1 \GName=HNRNPH2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=449 \SV=1 \EV=226 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(2|MOD:00058|N-acetyl-L-methionine)(23|MOD:00046|O-pho,Homo sapiens,HNRNPH2
O14979,O14979,NA,C,NA,canonical,0.999,0,82,0.085,14,NA,NA,NA,NA,NA,NA,NA,NA,Q14103,2351,56,NA,NA,NA,nP20K \PName=Heterogeneous nuclear ribonucleoprotein D-like isoform Iso 1 \GName=HNRNPDL \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=420 \SV=3 \EV=197 \PE=1 \ModResPsi=(25|MOD:00078|omega-N-methyl-L-arginine)(116|MOD:00046|O-phospho-L-serine)(117|MOD:00,Homo sapiens,HNRNPDL
P01242,P01242,NA,C,NA,canonical,0.999,0,364,0.636,14,NA,NA,NA,NA,NA,NA,NA,NA,P01241,986,43,NA,NA,NA,nP20K \PName=Growth hormone variant isoform Iso 1 \GName=GH2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=217 \SV=3 \EV=191 \PE=1 \ModResPsi=(79|MOD:00798|half cystine)(191|MOD:00798|half cystine)(132|MOD:00046|O-phospho-L-serine)(176|MOD:00046|O-phospho,Homo sapiens,GH2
P36959,P36959,NA,C,NA,canonical,0.999,0,234,0.295,14,NA,NA,NA,NA,NA,NA,NA,NA,P36959,1629,54,NA,NA,NA,nP20K \PName=GMP reductase 1 isoform Iso 1 \GName=GMPR \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=345 \SV=1 \EV=193 \PE=1 \VariantSimple=(2|L)(2|R)(3|C)(3|G)(3|H)(4|M)(5|G)(6|G)(6|V)(7|N)(9|*)(9|R)(10|F)(11|N)(13|E)(14|N)(14|V)(15|A)(18|*)(18|G)(19|L)(,Homo sapiens,GMPR
O75487,O75487,NA,C,NA,canonical,0.999,0,58,0.051,14,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y625,4263,8,NA,NA,NA,nP20K \PName=Glypican-4 isoform Iso 1 \GName=GPC4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=556 \SV=4 \EV=192 \PE=1 \ModResPsi=(357|MOD:00046|O-phospho-L-serine)(529|MOD:00171|N-seryl-glycosylphosphatidylinositolethanolamine) \ModRes=(375||O-linked (G,Homo sapiens,GPC4
P30711,P30711,NA,C,NA,canonical,0.999,0,78,0.148,14,NA,NA,NA,NA,NA,NA,NA,NA,P30711,1551,31,NA,NA,NA,nP20K \PName=Glutathione S-transferase theta-1 isoform Iso 1 \GName=GSTT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=240 \SV=4 \EV=215 \PE=1 \VariantSimple=(2|C)(3|V)(4|K)(10|P)(12|*)(14|G)(19|S)(19|V)(21|T)(24|S)(30|P)(31|H)(32|V)(35|M)(36|L)(36|M)(38,Homo sapiens,GSTT1
O76003,O76003,NA,C,NA,canonical,0.999,0,94,0.119,14,NA,NA,NA,NA,NA,NA,NA,NA,O76003,851,10,NA,NA,NA,nP20K \PName=Glutaredoxin-3 isoform Iso 1 \GName=GLRX3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=335 \SV=2 \EV=211 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(117|MOD:00046|O-phospho-L-serine)(118|MOD:00046|O-phospho-L-serine)(120|MOD:00046|O-ph,Homo sapiens,GLRX3
Q8TDQ7,Q8TDQ7,NA,C,NA,canonical,0.999,0,223,0.316,14,NA,NA,NA,NA,NA,NA,NA,NA,Q8TDQ7,3146,50,NA,NA,NA,nP20K \PName=Glucosamine-6-phosphate isomerase 2 isoform Iso 1 \GName=GNPDA2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=276 \SV=1 \EV=153 \PE=1 \ModResPsi=(160|MOD:00134|N6-glycyl-L-lysine)(161|MOD:00047|O-phospho-L-threonine)(172|MOD:00134|N6-glycyl-L,Homo sapiens,GNPDA2
P60983,P60983,NA,C,NA,canonical,0.999,0,164,0.465,14,NA,NA,NA,NA,NA,NA,NA,NA,O60234,710,41,NA,NA,NA,nP20K \PName=Glia maturation factor beta isoform Iso 1 \GName=GMFB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=142 \SV=2 \EV=151 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(35|MOD:00134|N6-glycyl-L-lysine)(74|MOD:00134|N6-glycyl-L-lysine) \VariantS,Homo sapiens,GMFB
Q96QA5,Q96QA5,NA,C,NA,canonical,0.999,0,80,0.073,14,NA,NA,NA,NA,NA,NA,NA,NA,Q96QA5,3427,7,NA,NA,NA,nP20K \PName=Gasdermin-A isoform Iso 1 \GName=GSDMA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=445 \SV=4 \EV=131 \PE=1 \VariantSimple=(2|A)(2|I)(3|T)(3|V)(4|L)(5|K)(7|I)(8|P)(9|G)(9|Q)(9|W)(10|S)(10|T)(10|V)(12|D)(12|S)(12|T)(12|V)(13|K)(14|E)(14|R)(16,Homo sapiens,GSDMA
Q53RD9,Q53RD9,NA,C,NA,canonical,0.999,0,137,0.115,14,NA,NA,NA,NA,NA,NA,NA,NA,Q53RD9,2582,18,NA,NA,NA,nP20K \PName=Fibulin-7 isoform Iso 1 \GName=FBLN7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=439 \SV=1 \EV=151 \PE=1 \ModResPsi=(81|MOD:00798|half cystine)(121|MOD:00798|half cystine)(107|MOD:00798|half cystine)(134|MOD:00798|half cystine)(140|MOD:0079,Homo sapiens,FBLN7
P21802,P21802,NA,C,NA,canonical,0.999,0,232,0.132,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Fibroblast growth factor receptor 2 isoform Iso 1 \GName=FGFR2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=821 \SV=1 \EV=266 \PE=1 \ModResPsi=(62|MOD:00798|half cystine)(107|MOD:00798|half cystine)(179|MOD:00798|half cystine)(231|MOD:00798|,Homo sapiens,FGFR2
P50402,P50402,NA,C,NA,canonical,0.999,0,41,0.062,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Emerin isoform Iso 1 \GName=EMD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=254 \SV=1 \EV=227 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(4|MOD:00048|O4'-phospho-L-tyrosine)(8|MOD:00046|O-phospho-L-serine)(10|MOD:00047|O-phospho-L-,Homo sapiens,EMD
Q9H223,Q9H223,NA,C,NA,canonical,0.999,0,179,0.127,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=EH domain-containing protein 4 isoform Iso 1 \GName=EHD4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=541 \SV=1 \EV=189 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(35|MOD:00134|N6-glycyl-L-lysine)(157|MOD:00046|O-phospho-L-serine)(1,Homo sapiens,EHD4
Q6UWV6,Q6UWV6,NA,C,NA,canonical,0.999,0,81,0.084,14,NA,NA,NA,NA,NA,NA,NA,NA,Q6UWV6,2769,10,NA,NA,NA,nP20K \PName=Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 isoform Iso 1 \GName=ENPP7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=458 \SV=4 \EV=155 \PE=1 \ModRes=(100||N-linked (GlcNAc...) asparagine)(121||N-linked (GlcNAc...) asparag,Homo sapiens,ENPP7
